 |INFO | 2015-09-16 20:09:31,770| BaseController           | OnActionExecuting             | Method Start ACTION: Login CONTROLLER: Home
 |INFO | 2015-09-16 20:14:40,681| BaseController           | OnActionExecuted              | Method End ACTION: Index CONTROLLER: User
 |INFO | 2015-09-16 20:34:55,373| BaseController           | OnActionExecuting             | Method Start ACTION: Login CONTROLLER: Home
 |DEBUG| 2015-09-16 20:34:55,395| HomeController           | Login                         | URLs = 
 |INFO | 2015-09-16 20:34:55,461| BaseController           | OnActionExecuted              | Method End ACTION: Login CONTROLLER: Home
 |INFO | 2015-09-16 20:34:55,473| CustomAuthorizeAttribute | OnAuthorization               | Method start
 |INFO | 2015-09-16 20:34:55,474| CustomAuthorizeAttribute | OnAuthorization               | Method end
 |INFO | 2015-09-16 20:34:55,474| BaseController           | OnActionExecuting             | Method Start ACTION: Index CONTROLLER: User
 |DEBUG| 2015-09-16 20:34:55,572| UserController           | Index                         | URL = http://localhost:7979/UserService.svc/Retrieve
 |INFO | 2015-09-16 20:34:55,577| ServiceConsumer          | Get                           | Method Start
 |DEBUG| 2015-09-16 20:34:55,579| ServiceConsumer          | Get                           | url = http://localhost:7979/UserService.svc/Retrieve
 |DEBUG| 2015-09-16 20:34:56,700| ServiceConsumer          | Get                           | OK
 |DEBUG| 2015-09-16 20:34:56,700| ServiceConsumer          | Get                           | ResponseFromServer = [{"City":"Bangalore","Dob":"07\/17\/1992","Email":"gourav@leadsquared.com","FullName":"Gourav Goyal","Password":"admin","Phone":"8010822600","UserId":"6c479dce-3adf-4a7a-a124-2b35f30d4ez4","UserName":"admin"}]
 |INFO | 2015-09-16 20:34:56,700| ServiceConsumer          | Get                           | Method End
 |DEBUG| 2015-09-16 20:34:56,701| UserController           | Index                         | ResponseFromServer = [{"City":"Bangalore","Dob":"07\/17\/1992","Email":"gourav@leadsquared.com","FullName":"Gourav Goyal","Password":"admin","Phone":"8010822600","UserId":"6c479dce-3adf-4a7a-a124-2b35f30d4ez4","UserName":"admin"}]
 |DEBUG| 2015-09-16 20:34:56,717| UserController           | Index                         | JsonUser = []
 |INFO | 2015-09-16 20:34:56,717| BaseController           | OnActionExecuted              | Method End ACTION: Index CONTROLLER: User
 |INFO | 2015-09-17 11:55:48,321| BaseController           | OnActionExecuting             | Method Start ACTION: Login CONTROLLER: Home
 |DEBUG| 2015-09-17 11:55:48,458| HomeController           | Login                         | URLs = 
 |INFO | 2015-09-17 11:55:48,639| BaseController           | OnActionExecuted              | Method End ACTION: Login CONTROLLER: Home
 |INFO | 2015-09-17 11:55:48,763| CustomAuthorizeAttribute | OnAuthorization               | Method start
 |INFO | 2015-09-17 11:55:48,764| CustomAuthorizeAttribute | OnAuthorization               | Method end
 |INFO | 2015-09-17 11:55:48,764| BaseController           | OnActionExecuting             | Method Start ACTION: Index CONTROLLER: User
 |DEBUG| 2015-09-17 11:55:49,007| UserController           | Index                         | URL = http://localhost:7979/UserService.svc/Retrieve
 |INFO | 2015-09-17 11:55:49,029| ServiceConsumer          | Get                           | Method Start
 |DEBUG| 2015-09-17 11:55:49,031| ServiceConsumer          | Get                           | url = http://localhost:7979/UserService.svc/Retrieve
 |DEBUG| 2015-09-17 11:55:52,100| ServiceConsumer          | Get                           | OK
 |DEBUG| 2015-09-17 11:55:52,101| ServiceConsumer          | Get                           | ResponseFromServer = [{"City":"Bangalore","Dob":"07\/17\/1992","Email":"gourav@leadsquared.com","FullName":"Gourav Goyal","Password":"admin","Phone":"8010822600","UserId":"6c479dce-3adf-4a7a-a124-2b35f30d4ez4","UserName":"admin"}]
 |INFO | 2015-09-17 11:55:52,101| ServiceConsumer          | Get                           | Method End
 |DEBUG| 2015-09-17 11:55:52,102| UserController           | Index                         | ResponseFromServer = [{"City":"Bangalore","Dob":"07\/17\/1992","Email":"gourav@leadsquared.com","FullName":"Gourav Goyal","Password":"admin","Phone":"8010822600","UserId":"6c479dce-3adf-4a7a-a124-2b35f30d4ez4","UserName":"admin"}]
 |DEBUG| 2015-09-17 11:55:52,120| UserController           | Index                         | JsonUser = []
 |INFO | 2015-09-17 11:55:52,122| BaseController           | OnActionExecuted              | Method End ACTION: Index CONTROLLER: User
 |INFO | 2015-09-17 11:55:58,976| BaseController           | OnActionExecuting             | Method Start ACTION: Logout CONTROLLER: Home
 |INFO | 2015-09-17 11:55:58,978| BaseController           | OnActionExecuted              | Method End ACTION: Logout CONTROLLER: Home
 |INFO | 2015-09-17 11:55:58,993| BaseController           | OnActionExecuting             | Method Start ACTION: Login CONTROLLER: Home
 |DEBUG| 2015-09-17 11:55:58,994| HomeController           | Login                         | URLs = 
 |INFO | 2015-09-17 11:55:58,995| BaseController           | OnActionExecuted              | Method End ACTION: Login CONTROLLER: Home
 |INFO | 2015-09-17 11:56:01,390| BaseController           | OnActionExecuting             | Method Start ACTION: Password CONTROLLER: Home
 |INFO | 2015-09-17 11:56:01,416| BaseController           | OnActionExecuted              | Method End ACTION: Password CONTROLLER: Home
 |INFO | 2015-09-17 12:14:17,199| BaseController           | OnActionExecuting             | Method Start ACTION: Login CONTROLLER: Home
 |DEBUG| 2015-09-17 12:14:17,218| HomeController           | Login                         | URLs = 
 |INFO | 2015-09-17 12:14:17,253| BaseController           | OnActionExecuted              | Method End ACTION: Login CONTROLLER: Home
 |INFO | 2015-09-17 12:14:54,062| BaseController           | OnActionExecuting             | Method Start ACTION: Login CONTROLLER: Home
 |DEBUG| 2015-09-17 12:14:54,079| HomeController           | Login                         | URLs = 
 |INFO | 2015-09-17 12:14:54,116| BaseController           | OnActionExecuted              | Method End ACTION: Login CONTROLLER: Home
 |INFO | 2015-09-17 12:15:01,871| BaseController           | OnActionExecuting             | Method Start ACTION: Login CONTROLLER: Home
 |DEBUG| 2015-09-17 12:15:01,873| HomeController           | Login                         | URL = http://localhost:7979/UserService.svc/RetrieveUser
 |INFO | 2015-09-17 12:15:01,879| LogHelper                | LogMaker                      | Method Start
 |DEBUG| 2015-09-17 12:15:01,957| LogHelper                | LogMaker                      | {"UserId":null,"UserName":"admin","FullName":null,"Phone":null,"Email":null,"City":null,"Dob":null,"Password":"admin"}
 |INFO | 2015-09-17 12:15:01,957| LogHelper                | LogMaker                      | Method End
 |INFO | 2015-09-17 12:15:01,958| ServiceConsumer          | Post                          | Method Start
 |DEBUG| 2015-09-17 12:15:01,959| ServiceConsumer          | Post                          | url = http://localhost:7979/UserService.svc/RetrieveUser
 |INFO | 2015-09-17 12:15:01,959| LogHelper                | LogMaker                      | Method Start
 |DEBUG| 2015-09-17 12:15:01,959| LogHelper                | LogMaker                      | {"UserId":null,"UserName":"admin","FullName":null,"Phone":null,"Email":null,"City":null,"Dob":null,"Password":"admin"}
 |INFO | 2015-09-17 12:15:01,960| LogHelper                | LogMaker                      | Method End
 |DEBUG| 2015-09-17 12:15:03,266| ServiceConsumer          | Post                          | OK
 |DEBUG| 2015-09-17 12:15:03,266| ServiceConsumer          | Post                          | ResponseFromServer = {"City":"Bangalore","Dob":"07\/17\/1992","Email":"gourav@leadsquared.com","FullName":"Gourav Goyal","Password":"admin","Phone":"8010822600","UserId":"6c479dce-3adf-4a7a-a124-2b35f30d4ez4","UserName":"admin"}
 |INFO | 2015-09-17 12:15:03,267| ServiceConsumer          | Post                          | Method End
 |DEBUG| 2015-09-17 12:15:03,267| HomeController           | Login                         | UserDataResponse = {"City":"Bangalore","Dob":"07\/17\/1992","Email":"gourav@leadsquared.com","FullName":"Gourav Goyal","Password":"admin","Phone":"8010822600","UserId":"6c479dce-3adf-4a7a-a124-2b35f30d4ez4","UserName":"admin"}
 |INFO | 2015-09-17 12:15:03,291| LogHelper                | LogMaker                      | Method Start
 |DEBUG| 2015-09-17 12:15:03,292| LogHelper                | LogMaker                      | {"UserId":"6c479dce-3adf-4a7a-a124-2b35f30d4ez4","UserName":"admin","FullName":"Gourav Goyal","Phone":"8010822600","Email":"gourav@leadsquared.com","City":"Bangalore","Dob":"07/17/1992","Password":"admin"}
 |INFO | 2015-09-17 12:15:03,292| LogHelper                | LogMaker                      | Method End
 |DEBUG| 2015-09-17 12:15:03,315| SigninManagement         | SetAuthCookie                 | EncTicket = D7855CF1C734C6C231A6A79B9EF13ABAACC054D4C909E1F8C87A3CB74E8AC8BC08CE017C3226FB20139332689C76582CB5E292F58E1AB6927DDE958B93436A39F27DBD358DA7129FECB0F0E9499831E90FCFA924FB9F098B69F02149C834891EC85F25118C5C3269D5E9C2EA000601093A6BA9E7C40CBE925E568C7243FC32EBD5B15B767649AEDE63260FEE9E601702187A1177633190C70B1F1B718637E0AB3CEB641D6343266FF235A477EDC13F169FBFBC13B2F5DD83FBF12F8E7F9FE1BE25075353110331DF622D1A1B7EAE7677272D0E9C0D692B68F18C1F6AA933214B00B82436F215FEF0CA84E30D46B51F69FFFFC122ED182AC5FED7EAD511FE517628A936D2BD6C97764A9B289282006A48296D62E49EF16D85201D2750BD27BF0126F59646884D008F083DA3D12FAC0B3D07553806E17FB26BD40C9C895AD42A3ED063AE0EB18A0411043E01192FDF5E0B11D485694B6A9D4B85A3CF3C0AA53F2102460358A70A1BF0CEB817D6B696B3404C9257E36C049CF6559C5721EC8CD2E29F202B74495D501FEE4C4929724FB13B13C9B2C42BDB6E3584AAFDE0AE328429DE09F967AA74E09BAEEF7DBF88B51A4B6D7DBB34EE92B08E3E47D5D007F8915DAFAD5461BA960EC6CA9DFD9BE4D3153C8863AA26BE557BBD6F7A10754FA85E89FA809076163D431F803FCFE94BC8526607E6D3629BC3B40D9F9FF8ADE9D2B1D4F3FEF479A2B029365B71B878A45B04CD4AB31B6CB1E64DA469D3F6EFC1A70915
 |INFO | 2015-09-17 12:15:03,316| BaseController           | OnActionExecuted              | Method End ACTION: Login CONTROLLER: Home
 |INFO | 2015-09-17 12:15:03,330| CustomAuthorizeAttribute | OnAuthorization               | Method start
 |INFO | 2015-09-17 12:15:03,331| CustomAuthorizeAttribute | OnAuthorization               | Method end
 |INFO | 2015-09-17 12:15:03,331| BaseController           | OnActionExecuting             | Method Start ACTION: Index CONTROLLER: User
 |DEBUG| 2015-09-17 12:15:03,333| UserController           | Index                         | URL = http://localhost:7979/UserService.svc/Retrieve
 |INFO | 2015-09-17 12:15:03,334| ServiceConsumer          | Get                           | Method Start
 |DEBUG| 2015-09-17 12:15:03,334| ServiceConsumer          | Get                           | url = http://localhost:7979/UserService.svc/Retrieve
 |DEBUG| 2015-09-17 12:15:03,365| ServiceConsumer          | Get                           | OK
 |DEBUG| 2015-09-17 12:15:03,366| ServiceConsumer          | Get                           | ResponseFromServer = [{"City":"Bangalore","Dob":"07\/17\/1992","Email":"gourav@leadsquared.com","FullName":"Gourav Goyal","Password":"admin","Phone":"8010822600","UserId":"6c479dce-3adf-4a7a-a124-2b35f30d4ez4","UserName":"admin"}]
 |INFO | 2015-09-17 12:15:03,366| ServiceConsumer          | Get                           | Method End
 |DEBUG| 2015-09-17 12:15:03,366| UserController           | Index                         | ResponseFromServer = [{"City":"Bangalore","Dob":"07\/17\/1992","Email":"gourav@leadsquared.com","FullName":"Gourav Goyal","Password":"admin","Phone":"8010822600","UserId":"6c479dce-3adf-4a7a-a124-2b35f30d4ez4","UserName":"admin"}]
 |DEBUG| 2015-09-17 12:15:03,373| UserController           | Index                         | JsonUser = []
 |INFO | 2015-09-17 12:15:03,374| BaseController           | OnActionExecuted              | Method End ACTION: Index CONTROLLER: User
 |INFO | 2015-09-17 12:15:11,310| BaseController           | OnActionExecuting             | Method Start ACTION: Create CONTROLLER: User
 |INFO | 2015-09-17 12:15:11,312| BaseController           | OnActionExecuted              | Method End ACTION: Create CONTROLLER: User
 |INFO | 2015-09-17 12:15:20,797| BaseController           | OnActionExecuting             | Method Start ACTION: CreateUser CONTROLLER: User
 |INFO | 2015-09-17 12:15:20,799| UserController           | CreateUser                    | Method Start
 |INFO | 2015-09-17 12:15:20,800| ServiceConsumer          | Post                          | Method Start
 |DEBUG| 2015-09-17 12:15:20,800| ServiceConsumer          | Post                          | url = http://localhost:7979/UserService.svc/Retrieveuser
 |INFO | 2015-09-17 12:15:20,800| LogHelper                | LogMaker                      | Method Start
 |DEBUG| 2015-09-17 12:15:20,801| LogHelper                | LogMaker                      | {"UserId":null,"UserName":"sdf","FullName":null,"Phone":null,"Email":null,"City":null,"Dob":null,"Password":null}
 |INFO | 2015-09-17 12:15:20,801| LogHelper                | LogMaker                      | Method End
 |DEBUG| 2015-09-17 12:15:20,864| ServiceConsumer          | Post                          | OK
 |DEBUG| 2015-09-17 12:15:20,866| ServiceConsumer          | Post                          | ResponseFromServer = {"City":null,"Dob":null,"Email":null,"FullName":null,"Password":null,"Phone":null,"UserId":null,"UserName":null}
 |INFO | 2015-09-17 12:15:20,867| ServiceConsumer          | Post                          | Method End
 |DEBUG| 2015-09-17 12:15:20,869| UserController           | CreateUser                    | URL = http://localhost:7979/UserService.svc/Create
 |INFO | 2015-09-17 12:15:20,870| LogHelper                | LogMaker                      | Method Start
 |DEBUG| 2015-09-17 12:15:20,870| LogHelper                | LogMaker                      | {"UserId":"004ce1ea-ed3e-46d5-9b50-7bdc77864c13","UserName":"sdf","FullName":"<input type=\"text\"/>","Phone":"2341212123","Email":"df@as.com","City":null,"Dob":null,"Password":"dfdg"}
 |INFO | 2015-09-17 12:15:20,870| LogHelper                | LogMaker                      | Method End
